InventoryId,Store,Brand,Description,Size,SalesQuantity,SalesDollars,SalesPrice,SalesDate,Volume,Classification,ExciseTax,VendorNo,VendorName
2_ASHBORNE_7978,2,7978,M & R X Dry Vermouth,750mL,1,7,7,3/28/2024,750,1,1,480,BACARDI USA INC            
75_BARNCOMBE_4195,75,4195,Calico Jack Spiced Rum No 94,750mL,1,11,11,4/30/2024,750,1,1,12546,JIM BEAM BRANDS COMPANY    
66_EANVERNESS_13618,66,13618,Terra d'Oro Znfdl Port,750mL,1,18,18,11/23/2024,750,2,0,8892,TRINCHERO FAMILY ESTATES   
1_HARDERSFIELD_24327,1,24327,La Crema Pnt Nr Sonoma Cst,750mL,1,19,19,11/14/2024,750,2,0,10000,MAJESTIC FINE WINES        
34_PITMERDEN_26277,34,26277,Popcorn Chard,750mL,1,15,15,11/3/2024,750,2,0,4425,MARTIGNETTI COMPANIES
31_HORNSEY_3089,31,3089,Evan Williams Honey Reserve,750mL,1,14,14,7/2/2024,750,1,1,3924,HEAVEN HILL DISTILLERIES   
67_EANVERNESS_20700,67,20700,J Lohr Flume Crossing Svgn B,750mL,1,12,12,6/28/2024,750,2,0,4425,MARTIGNETTI COMPANIES
71_CLARCTON_10443,71,10443,Charles Smith Kung Fu Girl R,750mL,1,12,12,10/22/2024,750,2,0,10754,PERFECTA WINES             
8_ALNERWICK_3423,8,3423,Beefeater,1.75L,1,25,25,6/5/2024,1750,1,2,17035,PERNOD RICARD USA          
32_MOUNTMEND_8778,32,8778,Bulleit Bourbon,1.75L,3,141,47,2/20/2024,1750,1,6,3960,DIAGEO NORTH AMERICA INC   
17_OLDHAM_3216,17,3216,Fleischmanns X Dry Gin,1.75L,2,24,12,1/14/2024,1750,1,4,660,SAZERAC NORTH AMERICA INC. 
69_MOUNTMEND_18856,69,18856,Barefoot Refresh Sweet White,750mL,1,6,6,11/19/2024,750,2,0,3252,E & J GALLO WINERY         
72_HARDERSFIELD_3598,72,3598,Ice Pik Vodka,750mL,1,14,14,8/19/2024,750,1,1,8150,SEA HAGG DISTILLERY LLC    
81_PEMBROKE_2432,81,2432,Crown Royal,750mL,7,175,25,9/28/2024,750,1,6,3960,DIAGEO NORTH AMERICA INC   
6_GOULCREST_21019,6,21019,Black Box Pnt Nr,3L,2,38,19,5/16/2024,3000,2,1,1392,CONSTELLATION BRANDS INC   
12_LEESIDE_3893,12,3893,Zhenka 80 Proof,1.75L,2,20,10,8/11/2024,1750,1,4,9552,M S WALKER INC             
44_PORTHCRAWL_1348,44,1348,Knob Creek Bourbon,375mL,1,17,17,4/12/2024,375,1,0,12546,JIM BEAM BRANDS COMPANY    
25_CAERSHIRE_3545,25,3545,Ketel One Vodka,1.75L,3,105,35,9/26/2024,1750,1,6,3960,DIAGEO NORTH AMERICA INC   
49_GARIGILL_8040,49,8040,Bols Blue Curacao,750mL,1,8,8,3/12/2024,750,1,1,6213,MHW LTD                    
60_IRRAGIN_34903,60,34903,Smoking Loon Cab Svgn,750mL,2,14,7,3/8/2024,750,2,0,9552,M S WALKER INC             
67_EANVERNESS_39599,67,39599,R M Woodbridge Chard Cal,187mL 4 Pk,1,8,8,7/30/2024,187,2,0,1392,CONSTELLATION BRANDS INC   
43_WOLFORD_38457,43,38457,Smoking Loon Pnt Nr,750mL,2,14,7,7/15/2024,750,2,0,9552,M S WALKER INC             
62_KILMARNOCK_2117,62,2117,Black Velvet Traveler,750mL,1,9,9,6/2/2024,750,1,1,1392,CONSTELLATION BRANDS INC   
32_MOUNTMEND_40425,32,40425,Mionetto Prosecco Brut,750mL,1,14,14,4/20/2024,750,2,0,9552,M S WALKER INC             
8_ALNERWICK_12154,8,12154,Cousino Macul RSV Cab Svgn,750mL,1,16,16,10/2/2024,750,2,0,9552,M S WALKER INC             
14_BROMWICH_3606,14,3606,Smirnoff Raspberry Vodka,50mL,14,14,1,3/12/2024,50,1,1,3960,DIAGEO NORTH AMERICA INC   
39_EASTHALLOW_4682,39,4682,Courvoisier VSOP Cognac,750mL,1,35,35,8/26/2024,750,1,1,12546,JIM BEAM BRANDS COMPANY    
34_PITMERDEN_18641,34,18641,Yellow Tail Big Bold Red,1.5L,6,60,10,11/3/2024,1500,2,1,4425,MARTIGNETTI COMPANIES
9_BLACKPOOL_5297,9,5297,Southern Comfort,750mL,2,28,14,11/18/2024,750,1,2,8004,SAZERAC CO INC             
50_MOUNTMEND_3769,50,3769,Jenkins Vodka,1.75L,14,126,9,8/6/2024,1750,1,26,9552,M S WALKER INC             
34_PITMERDEN_31075,34,31075,J Lohr Hilltop Cab Svgn,750mL,2,60,30,11/23/2024,750,2,0,4425,MARTIGNETTI COMPANIES
7_STANMORE_32749,7,32749,Brancott Svgn Bl Marlboro,750mL,2,20,10,11/3/2024,750,2,0,17035,PERNOD RICARD USA          
79_BALLYMENA_3396,79,3396,Smirnoff Vanilla Vodka,1.75L,1,20,20,8/11/2024,1750,1,2,3960,DIAGEO NORTH AMERICA INC   
11_CARDEND_7956,11,7956,Bayou Satsuma Rum Liqueur,50mL,2,2,1,12/15/2024,50,1,0,8664,"STOLI GROUP,(USA) LLC      "
15_WANBORNE_7535,15,7535,Gekkeikan Sake,750mL,1,6,6,12/17/2024,750,1,1,8320,SHAW ROSS INT L IMP LTD    
38_GOULCREST_23235,38,23235,Mud House Svgn Bl,750mL,1,12,12,12/24/2024,750,2,0,2000,SOUTHERN WINE & SPIRITS NE 
32_MOUNTMEND_3235,32,3235,Absolut Berri Acai,750mL,1,18,18,9/9/2024,750,1,1,17035,PERNOD RICARD USA          
38_GOULCREST_42422,38,42422,Firesteed Pnt Nr Ore,750mL,2,40,20,2/17/2024,750,2,0,10754,PERFECTA WINES             
20_BREDWARDINE_7878,20,7878,Allens Coffee Brandy,1.75L,1,16,16,4/15/2024,1750,1,2,9552,M S WALKER INC             
32_MOUNTMEND_5826,32,5826,DeKuyper Razzmatazz,750mL,1,10,10,8/24/2024,750,1,1,12546,JIM BEAM BRANDS COMPANY    
5_SUTTON_8064,5,8064,Canadian Club,50mL,4,4,1,10/13/2024,50,1,0,12546,JIM BEAM BRANDS COMPANY    
43_WOLFORD_2585,43,2585,Jameson Irish Whiskey,750mL,4,92,23,4/29/2024,750,1,3,17035,PERNOD RICARD USA          
17_OLDHAM_3826,17,3826,Skyy Vodka,1.75L,6,120,20,12/31/2024,1750,1,11,11567,CAMPARI AMERICA            
17_OLDHAM_7221,17,7221,M & R Sweet Vermouth,1.5L,1,10,10,3/26/2024,1500,2,0,480,BACARDI USA INC            
8_ALNERWICK_1378,8,1378,Jim Beam,375mL,2,19,9,6/18/2024,375,1,1,12546,JIM BEAM BRANDS COMPANY    
8_ALNERWICK_2373,8,2373,Jim Beam Maple,750mL,1,17,17,6/6/2024,750,1,1,12546,JIM BEAM BRANDS COMPANY    
74_PAENTMARWY_7262,74,7262,Gallo Sweet Vermouth,750mL,1,5,5,3/2/2024,750,2,0,3252,E & J GALLO WINERY         
59_CLAETHORPES_29128,59,29128,Sutter Home Merlot Cal,187mL 4 Pk,1,6,6,7/16/2024,187,2,0,8892,TRINCHERO FAMILY ESTATES   
15_WANBORNE_41927,15,41927,Ch Lamothe de Haux Brdx Wh,750mL,1,15,15,8/11/2024,750,2,0,90024,VINILANDIA USA             
66_EANVERNESS_21783,66,21783,Grape Time Winery Amarone,750mL,1,13,13,7/15/2024,750,2,0,90053,INCREDIBREW INC            
38_GOULCREST_26886,38,26886,Jolivet Pouilly Fume Pascal,750mL,1,22,22,12/10/2024,750,2,0,9744,FREDERICK WILDMAN & SONS   
5_SUTTON_2117,5,2117,Black Velvet Traveler,750mL,1,8,8,12/1/2024,750,1,1,1392,CONSTELLATION BRANDS INC   
39_EASTHALLOW_41751,39,41751,Clos du Bois Pnt Grigio Cal,750mL,3,27,9,4/12/2024,750,2,0,1392,CONSTELLATION BRANDS INC   
73_DONCASTER_21965,73,21965,Marques de Caceres Blanco Wh,750mL,1,8,8,7/16/2024,750,2,0,1587,VINEYARD BRANDS INC        
1_HARDERSFIELD_20357,1,20357,Apothic Dark,750mL,5,37,7,5/19/2024,750,2,1,3252,E & J GALLO WINERY         
21_BALERNO_25988,21,25988,Infamous Goose Svgn Bl,750mL,1,13,13,12/3/2024,750,2,0,4692,KOBRAND CORPORATION        
23_ARBINGTON_4229,23,4229,Bacardi Black,1.75L,2,40,20,7/2/2024,1750,1,4,480,BACARDI USA INC            
56_BEGGAR'S HOLE_2975,56,2975,Bird Dog Blackberry Whiskey,750mL,1,15,15,4/30/2024,750,1,1,9625,WESTERN SPIRITS BEVERAGE CO
76_DONCASTER_8154,76,8154,Cazadores Reposado Tequila,750mL,1,22,22,8/14/2024,750,1,1,480,BACARDI USA INC            
79_BALLYMENA_5391,79,5391,Kamora Coffee,1.75L,2,32,16,10/26/2024,1750,1,4,12546,JIM BEAM BRANDS COMPANY    
74_PAENTMARWY_4226,74,4226,Bacardi Superior Rum Trav,750mL,5,50,10,12/13/2024,750,1,4,480,BACARDI USA INC            
66_EANVERNESS_3680,66,3680,Stolichnaya Ohranj,1.75L,3,75,25,5/28/2024,1750,1,6,8664,"STOLI GROUP,(USA) LLC      "
77_TAMWORTH_6254,77,6254,Tsilili Tsipouro,750mL,12,264,22,9/24/2024,750,1,9,10754,PERFECTA WINES             
70_KELD_12747,70,12747,Barefoot Cellars Pnt Nr,750mL,4,25,6,5/7/2024,750,2,0,3252,E & J GALLO WINERY         
33_HORNSEY_3887,33,3887,Wolfschmidt Vodka 80 Proof,1.75L,2,26,13,9/11/2024,1750,1,4,8352,LUXCO INC                  
56_BEGGAR'S HOLE_4386,56,4386,Casa Noble Reposado,750mL,1,45,45,5/27/2024,750,1,1,1392,CONSTELLATION BRANDS INC   
58_HARTLEPOOL_3529,58,3529,U V Vodka,1.75L,1,14,14,3/25/2024,1750,1,2,9206,PHILLIPS PRODUCTS CO.      
74_PAENTMARWY_567,74,567,Ketel One Vodka,Liter,1,29,29,4/7/2024,1000,1,1,3960,DIAGEO NORTH AMERICA INC   
73_DONCASTER_782,73,782,Remy Martin 1738 Accord Ryl,750mL,2,94,47,12/26/2024,750,1,2,7239,REMY COINTREAU USA INC     
75_BARNCOMBE_3840,75,3840,Smirnoff Raspberry Vodka,1.75L,1,20,20,6/27/2024,1750,1,2,3960,DIAGEO NORTH AMERICA INC   
69_MOUNTMEND_4225,69,4225,Goslings Black Seal Bermuda,1.75L,2,52,26,10/19/2024,1750,1,4,1485,CASTLE BRANDS CORP.        
27_MOUNTMEND_29619,27,29619,Schmitt Sohne Auslese,750mL,1,14,14,1/28/2024,750,2,0,9552,M S WALKER INC             
73_DONCASTER_32648,73,32648,Beringer Classic Wh Znfdl,1.5L,51,356,7,6/24/2024,1500,2,11,9819,TREASURY WINE ESTATES      
12_LEESIDE_44228,12,44228,Clean Slate Rsl Mosel,750mL,1,11,11,7/24/2024,750,2,0,7153,PINE STATE TRADING CO      
81_PEMBROKE_1892,81,1892,Yukon Jack,50mL,7,7,1,11/26/2024,50,1,0,3960,DIAGEO NORTH AMERICA INC   
26_KNIFE'S EDGE_15527,26,15527,Roscato Rosso,750mL,1,11,11,9/17/2024,750,2,0,6785,PALM BAY INTERNATIONAL INC 
25_CAERSHIRE_3437,25,3437,Bombay Dry Gin,750mL,1,18,18,9/12/2024,750,1,1,480,BACARDI USA INC            
47_PELLA'S WISH_6096,47,6096,Kinky Blue Liqueur,750mL,1,17,17,9/4/2024,750,1,1,7153,PINE STATE TRADING CO      
52_GRAYCOTT_1376,52,1376,Jim Beam,1.75L,10,210,21,12/31/2024,1750,1,18,12546,JIM BEAM BRANDS COMPANY    
67_EANVERNESS_42255,67,42255,Ridge Three Valleys Sonoma,750mL,1,27,27,5/29/2024,750,2,0,4425,MARTIGNETTI COMPANIES
57_LANTEGLOS_8103,57,8103,Sauza Gold Tequila,50mL,10,10,1,4/22/2024,50,1,1,12546,JIM BEAM BRANDS COMPANY    
47_PELLA'S WISH_3515,47,3515,Skyy Infusions Citrus Vodka,1.75L,1,20,20,9/17/2024,1750,1,2,11567,CAMPARI AMERICA            
23_ARBINGTON_8032,23,8032,Ballatore Gran Spumante,750mL,6,48,8,8/19/2024,750,2,1,3252,E & J GALLO WINERY         
35_HALIVAARA_24096,35,24096,Gallo Copperidge Chard Cal,1.5L,6,42,7,10/28/2024,1500,2,1,3252,E & J GALLO WINERY         
1_HARDERSFIELD_29835,1,29835,Casal Garcia Vinho Verde Wh,750mL,2,16,8,10/6/2024,750,2,0,4425,MARTIGNETTI COMPANIES
49_GARIGILL_17485,49,17485,Barefoot Cellars Red Moscato,1.5L,1,9,9,7/7/2024,1500,2,0,3252,E & J GALLO WINERY         
19_WINTERVALE_3834,19,3834,Skyy Vodka,750mL,1,13,13,3/19/2024,750,1,1,11567,CAMPARI AMERICA            
17_OLDHAM_6937,17,6937,Cavit Pinot Grigio,1.5L,4,40,10,8/26/2024,1500,2,1,6785,PALM BAY INTERNATIONAL INC 
8_ALNERWICK_28147,8,28147,Kris Pnt Grigio Alto Adige,750mL,3,27,9,6/3/2024,750,2,0,2000,SOUTHERN WINE & SPIRITS NE 
50_MOUNTMEND_25539,50,25539,Three Knights Svgn Bl,750mL,2,20,10,7/4/2024,750,2,0,653,STATE WINE & SPIRITS   
35_HALIVAARA_37731,35,37731,Corbett Canyon Chard,3L,1,13,13,9/26/2024,3000,2,0,9815,WINE GROUP INC             
73_DONCASTER_19786,73,19786,Warre's Vintage Port 2011,750mL,1,75,75,1/12/2024,750,2,0,1587,VINEYARD BRANDS INC        
39_EASTHALLOW_4278,39,4278,Capt Morgan Parrot Bay Cocnt,750mL,1,12,12,2/27/2024,750,1,1,3960,DIAGEO NORTH AMERICA INC   
34_PITMERDEN_27556,34,27556,Querceto Chianti Clsc RSV,750mL,1,13,13,7/7/2024,750,2,0,9165,ULTRA BEVERAGE COMPANY LLP 
22_SHARNWICK_1238,22,1238,The Glenlivet 12 Yr Single,50mL,1,5,5,4/29/2024,50,1,0,17035,PERNOD RICARD USA          
38_GOULCREST_8970,38,8970,Ice Box Manhattan,1.75L,2,20,10,8/10/2024,1750,1,4,8004,SAZERAC CO INC             
77_TAMWORTH_5367,77,5367,Sambuca di Amore,750mL,2,17,8,2/22/2024,750,1,2,660,SAZERAC NORTH AMERICA INC. 
66_EANVERNESS_16151,66,16151,Cavit Alta Luna Pnt Grigio,750mL,3,33,11,7/18/2024,750,2,0,6785,PALM BAY INTERNATIONAL INC 
21_BALERNO_10421,21,10421,Barefoot Moscato Cal,1.5L,1,12,12,3/16/2024,1500,2,0,3252,E & J GALLO WINERY         
66_EANVERNESS_3745,66,3745,Taaka Vodka Traveler,750mL,1,5,5,9/12/2024,750,1,1,8004,SAZERAC CO INC             
55_DRY GULCH_34905,55,34905,Smoking Loon Merlot,750mL,1,7,7,7/8/2024,750,2,0,9552,M S WALKER INC             
72_HARDERSFIELD_5440,72,5440,Jagermeister Liqueur,1.75L,2,70,35,8/4/2024,1750,1,4,3089,SIDNEY FRANK IMPORTING CO  
6_GOULCREST_3804,6,3804,Svedka Vodka,750mL,1,10,10,11/9/2024,750,1,1,1392,CONSTELLATION BRANDS INC   
59_CLAETHORPES_1595,59,1595,Gentleman Jack,375mL,1,16,16,1/5/2024,375,1,0,1128,BROWN-FORMAN CORP          
38_GOULCREST_1727,38,1727,West Cork Irish Whiskey,750mL,2,44,22,1/23/2024,750,1,2,9552,M S WALKER INC             
56_BEGGAR'S HOLE_21019,56,21019,Black Box Pnt Nr,3L,1,19,19,8/2/2024,3000,2,0,1392,CONSTELLATION BRANDS INC   
33_HORNSEY_3893,33,3893,Zhenka 80 Proof,1.75L,3,30,10,2/23/2024,1750,1,6,9552,M S WALKER INC             
2_ASHBORNE_2374,2,2374,Tullamore Dew,1.75L,1,42,42,1/30/2024,1750,1,2,3664,WILLIAM GRANT & SONS INC   
34_PITMERDEN_5872,34,5872,Godiva Chocolate Liqueur,50mL,12,36,3,12/17/2024,50,1,1,3960,DIAGEO NORTH AMERICA INC   
69_MOUNTMEND_8671,69,8671,Appleton Est VX Jamaican Rum,750mL,1,20,20,1/25/2024,750,1,1,11567,CAMPARI AMERICA            
76_DONCASTER_21326,76,21326,Kim Crawford Svgn Bl Sptfire,750mL,1,30,30,5/21/2024,750,2,0,1392,CONSTELLATION BRANDS INC   
77_TAMWORTH_3802,77,3802,Three Olives Vodka,1.75L,1,18,18,4/11/2024,1750,1,2,7245,PROXIMO SPIRITS INC.       
34_PITMERDEN_4181,34,4181,Calypso Spiced Rum,1.75L,1,12,12,1/21/2024,1750,1,2,660,SAZERAC NORTH AMERICA INC. 
63_SWORDBREAK_3876,63,3876,Smirnoff 80 Proof,1.75L,3,60,20,2/4/2024,1750,1,6,3960,DIAGEO NORTH AMERICA INC   
61_AETHELNEY_2299,61,2299,J Seeds Apple Cider Whiskey,50mL,12,12,1,12/4/2024,50,1,1,9165,ULTRA BEVERAGE COMPANY LLP 
53_HILLFAR_1955,53,1955,Jack Daniels Tennessee Honey,375mL,2,26,13,7/26/2024,375,1,1,1128,BROWN-FORMAN CORP          
6_GOULCREST_1868,6,1868,Lagavulin Single Malt 16-Yr,750mL,1,73,73,8/27/2024,750,1,1,3960,DIAGEO NORTH AMERICA INC   
7_STANMORE_25934,7,25934,Gabbiano Chianti,750mL,3,30,10,9/18/2024,750,2,0,9819,TREASURY WINE ESTATES      
42_BLACK HOLLOW_3893,42,3893,Zhenka 80 Proof,1.75L,2,20,10,12/10/2024,1750,1,4,9552,M S WALKER INC             
56_BEGGAR'S HOLE_4343,56,4343,Cruzan Blueberry Lemonade,750mL,1,10,10,10/26/2024,750,1,1,12546,JIM BEAM BRANDS COMPANY    
15_WANBORNE_1771,15,1771,Jack Daniels Tennessee Fire,50mL,7,21,3,6/3/2024,50,1,0,1128,BROWN-FORMAN CORP          
7_STANMORE_19934,7,19934,Perrin Cotes du Rhone RSV Rg,750mL,2,18,9,8/13/2024,750,2,0,1587,VINEYARD BRANDS INC        
48_NORFOLK_8155,48,8155,Black Velvet Plastic,375mL,1,5,5,5/14/2024,375,1,0,1392,CONSTELLATION BRANDS INC   
50_MOUNTMEND_2374,50,2374,Tullamore Dew,1.75L,1,40,40,12/19/2024,1750,1,2,3664,WILLIAM GRANT & SONS INC   
66_EANVERNESS_8237,66,8237,Grand Mayan Ultra Aged Teq,750mL,1,100,100,7/20/2024,750,1,1,9552,M S WALKER INC             
79_BALLYMENA_8387,79,8387,Wild Turkey 101,750mL,2,44,22,9/16/2024,750,1,2,11567,CAMPARI AMERICA            
34_PITMERDEN_22389,34,22389,Villa Cornaro Prosecco,187mL,3,15,5,10/14/2024,187,2,0,4425,MARTIGNETTI COMPANIES
41_LARNWICK_28163,41,28163,Villa Maria Svgn Bl Pvt Bin,750mL,4,40,10,10/30/2024,750,2,0,8673,STE MICHELLE WINE ESTATES  
30_CULCHETH_5630,30,5630,Cabin Fever Maple Liqueur,750mL,1,20,20,8/24/2024,750,1,1,3960,DIAGEO NORTH AMERICA INC   
26_KNIFE'S EDGE_4945,26,4945,Jacquin Ginger Brandy,750mL,2,19,9,1/25/2024,750,1,2,4380,CHARLES JACQUIN ET CIE INC 
53_HILLFAR_12771,53,12771,Joel Gott Cab Svgn 815,750mL,1,13,13,11/6/2024,750,2,0,8892,TRINCHERO FAMILY ESTATES   
60_IRRAGIN_4174,60,4174,Kraken Black Spiced Rum,1.75L,1,30,30,4/10/2024,1750,1,2,7245,PROXIMO SPIRITS INC.       
64_CESTERFIELD_31493,64,31493,Barefoot Merlot Cal,750mL,1,5,5,1/2/2024,750,2,0,3252,E & J GALLO WINERY         
9_BLACKPOOL_31320,9,31320,La Vieille Ferme Rose Vntoux,750mL,6,42,7,5/27/2024,750,2,1,1587,VINEYARD BRANDS INC        
53_HILLFAR_28681,53,28681,F Coppola Rosso Bianco Rosso,750mL,2,24,12,4/27/2024,750,2,0,2000,SOUTHERN WINE & SPIRITS NE 
72_HARDERSFIELD_5368,72,5368,Midori Melon Liqueur,750mL,1,22,22,12/12/2024,750,1,1,12546,JIM BEAM BRANDS COMPANY    
76_DONCASTER_1378,76,1378,Jim Beam,375mL,1,9,9,4/25/2024,375,1,0,12546,JIM BEAM BRANDS COMPANY    
78_EASTHAVEN_35913,78,35913,Stone Cellars Cab Svgn,1.5L,1,9,9,4/30/2024,1500,2,0,9819,TREASURY WINE ESTATES      
34_PITMERDEN_6918,34,6918,Franzia Tap Cab Svgn,5L,2,32,16,3/10/2024,5000,2,2,9815,WINE GROUP INC             
67_EANVERNESS_4798,67,4798,Sambuca Romana Liqueur,50mL,3,6,2,5/10/2024,50,1,0,3960,DIAGEO NORTH AMERICA INC   
41_LARNWICK_22531,41,22531,BV Coastal Estate Chard,750mL,3,27,9,10/26/2024,750,2,0,1590,DIAGEO CHATEAU ESTATE WINES
76_DONCASTER_3500,76,3500,Tito's Handmade Vodka,50mL,1,2,2,5/3/2024,50,1,0,4425,MARTIGNETTI COMPANIES
23_ARBINGTON_1771,23,1771,Jack Daniels Tennessee Fire,50mL,6,18,3,7/29/2024,50,1,0,1128,BROWN-FORMAN CORP          
23_ARBINGTON_38549,23,38549,Stemmari Nero D'Avola,750mL,1,7,7,8/29/2024,750,2,0,9165,ULTRA BEVERAGE COMPANY LLP 
49_GARIGILL_5134,49,5134,Dr McGillicuddy's Cherry,750mL,1,14,14,8/18/2024,750,1,1,8004,SAZERAC CO INC             
71_CLARCTON_32367,71,32367,Cavit Pinot Noir Delle Vene,750mL,1,7,7,7/7/2024,750,2,0,6785,PALM BAY INTERNATIONAL INC 
69_MOUNTMEND_24327,69,24327,La Crema Pnt Nr Sonoma Cst,750mL,1,19,19,11/16/2024,750,2,0,10000,MAJESTIC FINE WINES        
73_DONCASTER_4113,73,4113,Capt Morgan White,50mL,1,1,1,10/11/2024,50,1,0,3960,DIAGEO NORTH AMERICA INC   
20_BREDWARDINE_8184,20,8184,Kahlua,50mL,1,2,2,3/16/2024,50,1,0,17035,PERNOD RICARD USA          
68_SOLARIS_8264,68,8264,Ch Ste Michelle Rsl,750mL,6,60,10,6/25/2024,750,2,1,8673,STE MICHELLE WINE ESTATES  
21_BALERNO_23516,21,23516,Chloe Pnt Nr,750mL,2,22,11,6/3/2024,750,2,0,9815,WINE GROUP INC             
50_MOUNTMEND_8236,50,8236,Jim Beam,50mL,10,15,1,12/31/2024,50,1,1,12546,JIM BEAM BRANDS COMPANY    
54_GUTHRAM_8265,54,8265,Cockburns Fine Ruby Port,750mL,1,10,10,1/2/2024,750,2,0,7240,"PREMIUM PORT WINES, INC.   "
49_GARIGILL_5316,49,5316,Amaretto DiSaronno,50mL,9,21,2,12/10/2024,50,1,0,2555,DISARONNO INTERNATIONAL LLC
18_FURNESS_8700,18,8700,Beringer Knights Vly Cab Svg,750mL,1,30,30,12/2/2024,750,2,0,9819,TREASURY WINE ESTATES      
76_DONCASTER_3820,76,3820,Smirnoff Citrus Vodka,1.75L,1,23,23,7/24/2024,1750,1,2,3960,DIAGEO NORTH AMERICA INC   
53_HILLFAR_1295,53,1295,Jack Daniels No 7 Black,100mL,3,12,4,7/4/2024,100,1,0,1128,BROWN-FORMAN CORP          
78_EASTHAVEN_3788,78,3788,Patron Silver Tequila,375mL,1,28,28,6/12/2024,375,1,0,9165,ULTRA BEVERAGE COMPANY LLP 
74_PAENTMARWY_5170,74,5170,Dr McGillicuddy's Apple Pie,750mL,1,14,14,12/12/2024,750,1,1,8004,SAZERAC CO INC             
9_BLACKPOOL_3787,9,3787,Jose Cuervo Especial Silver,750mL,1,17,17,4/30/2024,750,1,1,7245,PROXIMO SPIRITS INC.       
41_LARNWICK_3020,41,3020,Pinnacle Blueberry Vodka,750mL,1,10,10,4/21/2024,750,1,1,12546,JIM BEAM BRANDS COMPANY    
61_AETHELNEY_6595,61,6595,Bogle Merlot,750mL,2,15,7,3/25/2024,750,2,0,4425,MARTIGNETTI COMPANIES
67_EANVERNESS_39356,67,39356,Bota Box Chard Cal,3L,1,18,18,5/30/2024,3000,2,0,2242,DELICATO VINEYARDS INC     
44_PORTHCRAWL_5060,44,5060,Dr McGillicuddy's Butterscth,750mL,2,28,14,8/20/2024,750,1,2,8004,SAZERAC CO INC             
38_GOULCREST_4077,38,4077,Blue Chair Bay Coc Spced Rum,750mL,2,38,19,12/24/2024,750,1,2,6213,MHW LTD                    
12_LEESIDE_5315,12,5315,B & B Liqueur Dom,750mL,1,25,25,12/14/2024,750,1,1,480,BACARDI USA INC            
14_BROMWICH_3038,14,3038,Zhenka Raspberry Vodka,1.75L,2,22,11,4/23/2024,1750,1,4,9552,M S WALKER INC             
69_MOUNTMEND_24327,69,24327,La Crema Pnt Nr Sonoma Cst,750mL,4,76,19,12/9/2024,750,2,0,10000,MAJESTIC FINE WINES        
34_PITMERDEN_1295,34,1295,Jack Daniels No 7 Black,100mL,10,40,4,8/25/2024,100,1,1,1128,BROWN-FORMAN CORP          
73_DONCASTER_1347,73,1347,Bakers Bourbon,750mL,1,40,40,4/29/2024,750,1,1,12546,JIM BEAM BRANDS COMPANY    
67_EANVERNESS_2742,67,2742,Aberfeldy 12 Yr Single Malt,750mL,2,98,49,8/28/2024,750,1,2,480,BACARDI USA INC            
54_GUTHRAM_38859,54,38859,Inniskillin Icewn Ngra Vidal,375mL,1,60,60,8/18/2024,375,2,0,1392,CONSTELLATION BRANDS INC   
73_DONCASTER_24101,73,24101,Soli White Blend,750mL,4,32,8,6/18/2024,750,2,0,9165,ULTRA BEVERAGE COMPANY LLP 
73_DONCASTER_5626,73,5626,Baja Luna Black Raspberry,750mL,1,10,10,12/15/2024,750,1,1,8004,SAZERAC CO INC             
60_IRRAGIN_2924,60,2924,Speyburn 10-Yr Single Malt,750mL,2,50,25,6/6/2024,750,1,2,8004,SAZERAC CO INC             
76_DONCASTER_2015,76,2015,Jack Daniels Tennessee Honey,750mL,15,345,23,8/12/2024,750,1,12,1128,BROWN-FORMAN CORP          
17_OLDHAM_4261,17,4261,Capt Morgan Spiced Rum,1.75L,4,92,23,9/3/2024,1750,1,7,3960,DIAGEO NORTH AMERICA INC   
72_HARDERSFIELD_19453,72,19453,Wente Southern Hill Cab Svgn,750mL,1,14,14,3/17/2024,750,2,0,2000,SOUTHERN WINE & SPIRITS NE 
76_DONCASTER_5232,76,5232,DeKuyper Buttershots Schnaps,1.75L,2,34,17,5/23/2024,1750,1,4,12546,JIM BEAM BRANDS COMPANY    
73_DONCASTER_44208,73,44208,Black Box Pnt Grigio,3L,5,80,16,7/14/2024,3000,2,2,1392,CONSTELLATION BRANDS INC   
23_ARBINGTON_2499,23,2499,Crown Royal Black,750mL,1,28,28,9/24/2024,750,1,1,3960,DIAGEO NORTH AMERICA INC   
19_WINTERVALE_5054,19,5054,Jagermeister Spice,50mL,1,2,2,10/27/2024,50,1,0,3089,SIDNEY FRANK IMPORTING CO  
42_BLACK HOLLOW_37821,42,37821,Frescobaldi Sangiovese Remo,750mL,1,7,7,3/5/2024,750,2,0,9165,ULTRA BEVERAGE COMPANY LLP 
59_CLAETHORPES_6264,59,6264,Cooks Extra Dry,750mL,3,21,7,3/20/2024,750,2,0,1392,CONSTELLATION BRANDS INC   
49_GARIGILL_27512,49,27512,Warre's Late Bottled Vintage,750mL,1,23,23,12/24/2024,750,2,0,1587,VINEYARD BRANDS INC        
39_EASTHALLOW_15393,39,15393,Cupcake Pnt Grigio,750mL,2,14,7,8/1/2024,750,2,0,9815,WINE GROUP INC             
69_MOUNTMEND_19848,69,19848,Carnivor Cab Svgn,750mL,12,95,8,3/26/2024,750,2,1,3252,E & J GALLO WINERY         
30_CULCHETH_3610,30,3610,Smirnoff Cranberry Vodka,750mL,1,11,11,7/28/2024,750,1,1,3960,DIAGEO NORTH AMERICA INC   
