VendorNumber,VendorName,Brand,Description,PurchasePrice,ActualPrice,Volume,TotalPurchaseQuantity,TotalPurchaseDollars,TotalSalesQuantity,TotalSalesPrice,TotalSalesDollars,TotalExciseTax,FreightCost,GrossProfit,ProfitMargin,StockTurnover,SalestoPurchaseRatio
90024,VINILANDIA USA,21158,Huber Gruner Veltliner Trais,11,17,750,36,395,28,238,476,3,2803,81,17,1,1
10754,PERFECTA WINES,25161,Baron La Rose Bordeaux Blanc,8,12,750,50,394,189,1515,1988,21,28721,1594,80,4,5
90011,FORTUNE WINE BROKERS LLC,21376,Tullia Prosecco,10,15,750,40,394,33,117,492,4,239,97,20,1,1
1590,DIAGEO CHATEAU ESTATE WINES,25800,Acacia Winery Chard Carneros,16,24,750,24,394,12,120,288,1,7260,-106,-37,1,1
3960,DIAGEO NORTH AMERICA INC,327,Capt Morgan Spiced Rum 100,16,23,1000,24,394,10,238,238,11,257032,-156,-66,0,1
6213,MHW LTD,5517,Tippy Cow Shamrock Mint,12,16,750,34,394,166,2005,3089,131,9622,2695,87,5,8
1392,CONSTELLATION BRANDS INC,8274,Paul Masson Ruby Burgundy Ca,3,4,1000,132,392,124,70,669,19,79529,277,41,1,2
90024,VINILANDIA USA,18845,Lamiable Brut Grand Cru,33,50,750,12,392,0,0,0,0,2803,-392,#NAME?,0,0
9552,M S WALKER INC,24207,Calista Pnt Nr The Coast Ran,16,25,750,24,392,8,150,200,1,55552,-192,-96,0,1
17037,Dunn Wine Brokers,45840,White Oak Merlot Napa,16,25,750,24,392,24,50,600,3,358,208,35,1,2
9165,ULTRA BEVERAGE COMPANY LLP,21113,Wicked Soft Chard,7,10,750,60,392,25,90,250,3,68055,-142,-57,0,1
1650,Circa Wines,26626,Maz Caz Rouge,11,16,750,36,392,36,32,576,4,212,184,32,1,1
9552,M S WALKER INC,26010,Byron Pnt Nr Nielson Vyd SMV,22,32,750,18,392,18,320,576,2,55552,184,32,1,1
12331,STELLAR IMPORTING CO LLC,18166,Lyrarakis Assyrtiko,11,16,750,36,392,27,176,432,3,119,40,9,1,1
9744,FREDERICK WILDMAN & SONS,24035,Lamberti Prosecco Extra Dry,2,3,187,168,391,160,133,558,5,4000,167,30,1,1
516,BANFI PRODUCTS CORP,6941,Bolla Pinot Grigio,6,10,750,63,391,65,288,646,7,8510,256,40,1,2
4425,MARTIGNETTI COMPANIES,755,Vincent Van Gogh Raspberry,22,28,750,18,391,15,280,420,12,144929,29,7,1,1
516,BANFI PRODUCTS CORP,16708,Bolla Valpo Ripasso Cls Sup,7,11,750,54,390,54,50,683,6,8510,293,43,1,2
3252,E & J GALLO WINERY,42348,Livingston Sangria Natural,5,7,1500,81,390,72,151,569,16,61967,179,31,1,1
3252,E & J GALLO WINERY,39998,Tisdale Shiraz Cal,3,4,750,144,390,131,76,523,15,61967,132,25,1,1
7749,R.P.IMPORTS INC,22263,Volker Eisele Family Est Cab,32,50,750,12,390,19,400,950,2,92,560,59,2,2
6785,PALM BAY INTERNATIONAL INC,24566,Head to Head Red Toscana,6,10,750,60,389,41,70,410,5,13605,20,5,1,1
90010,VINEXTRA INC,46048,Wellington Cab Svgn Sonoma,12,18,750,32,389,29,144,522,3,525,133,25,1,1
3252,E & J GALLO WINERY,18105,Ballatore Rose Moscato,5,8,750,73,389,41,80,328,5,61967,-62,-19,1,1
9552,M S WALKER INC,39581,Capostrano Montepulciano Abr,5,11,750,84,389,90,195,798,10,55552,409,51,1,2
3252,E & J GALLO WINERY,39995,Tisdale Cab Svgn Cal,3,4,750,144,389,144,80,575,16,61967,186,32,1,1
10754,PERFECTA WINES,13183,Alpataco Malbec,11,16,750,36,389,36,48,576,4,28721,187,32,1,1
12546,JIM BEAM BRANDS COMPANY,872,DeKuyper Cherry Brandy,7,10,1000,54,388,52,350,519,55,123881,131,25,1,1
7153,PINE STATE TRADING CO,24063,Atelie Prosecco,11,16,750,36,388,4,66,66,0,15885,-322,-488,0,0
1587,VINEYARD BRANDS INC,18595,Delamotte Bl de Bl Champagne,32,50,750,12,387,23,350,1150,3,6070,763,66,2,3
2876,CENTEUR IMPORTS LLC,23626,Apimed Old Slavic Mead Light,6,10,750,60,387,60,53,635,7,32,248,39,1,2
10754,PERFECTA WINES,17019,Riebeek Cellars Cab Svgn,6,10,750,60,387,65,93,674,7,28721,287,43,1,2
10754,PERFECTA WINES,21830,Buoncristiani Family Red OPC,32,50,750,12,387,23,540,1140,3,28721,753,66,2,3
10754,PERFECTA WINES,42402,Grayson Cellars Merlot Paso,6,12,750,60,387,60,46,671,7,28721,284,42,1,2
2000,SOUTHERN WINE & SPIRITS NE,25593,Virginia Dare Pnt Nr RRV,16,25,750,24,387,3,69,69,0,19017,-318,-461,0,0
7153,PINE STATE TRADING CO,19914,Gum Drop Pink Moscato,5,7,750,83,387,92,503,643,10,15885,256,40,1,2
8892,TRINCHERO FAMILY ESTATES,15319,Angoves Nine Vines Moscato,8,12,750,49,387,33,84,396,4,11596,9,2,1,1
1392,CONSTELLATION BRANDS INC,6212,Taylor Red Port,3,5,750,120,386,93,160,464,10,79529,78,17,1,1
7153,PINE STATE TRADING CO,22744,Austerity Chard,9,14,750,42,386,19,84,266,2,15885,-121,-45,0,1
10754,PERFECTA WINES,13181,Alpataco Pnt Nr,11,16,750,36,386,46,256,736,5,28721,349,47,1,2
10754,PERFECTA WINES,22207,Star Insolia Chard,11,16,750,36,386,23,64,368,3,28721,-19,-5,1,1
3664,WILLIAM GRANT & SONS INC,2295,Balvenie 15 Yr Single Malt,64,90,750,6,386,10,180,900,8,30234,514,57,2,2
10754,PERFECTA WINES,5467,Homericon Mastiha,14,20,750,27,386,20,200,400,16,28721,14,4,1,1
3252,E & J GALLO WINERY,20445,Barefoot Bubbly Tropical Fus,7,10,750,59,385,46,240,460,5,61967,74,16,1,1
10754,PERFECTA WINES,23780,La Chapelle Mission Haut Bri,55,82,750,7,385,28,1476,2296,3,28721,1911,83,4,6
2000,SOUTHERN WINE & SPIRITS NE,23230,High Valley Svgn Bl 13 Lake,9,14,750,41,385,571,4155,7988,63,19017,7603,95,14,21
4425,MARTIGNETTI COMPANIES,13321,Collezione Monte d'Abruzzo,3,5,750,118,385,118,140,589,13,144929,204,35,1,2
3664,WILLIAM GRANT & SONS INC,4005,Flor De Cana Centenial 12 Yr,32,40,750,12,384,13,240,520,10,30234,136,26,1,1
4425,MARTIGNETTI COMPANIES,23473,Auvigue Saint-Veran 13,11,17,750,36,384,7,70,122,1,144929,-261,-213,0,0
9819,TREASURY WINE ESTATES,19739,Sledgehammer Cab Svgn,8,12,750,48,384,24,120,288,3,14837,-96,-33,1,1
10754,PERFECTA WINES,38110,Canyon Oaks Wh Znfdl Cal,4,6,750,96,383,95,138,569,11,28721,186,33,1,1
653,STATE WINE & SPIRITS,40560,McManis River Jct Chard Cal,7,13,750,54,383,54,57,617,6,8015,235,38,1,2
1003,BRONCO WINE COMPANY,42437,Crane Lake Cab Svgn Cal,6,9,1500,62,382,47,180,423,11,11,41,10,1,1
1392,CONSTELLATION BRANDS INC,2024,Black Velvet Toasted Caramel,4,6,375,86,382,445,1923,2666,174,79529,2284,86,5,7
2242,DELICATO VINEYARDS INC,23167,Loft Chard,16,30,3000,24,381,17,290,348,8,7983,-34,-10,1,1
4425,MARTIGNETTI COMPANIES,14671,Riondo Prosecco,11,16,750,36,381,36,16,576,4,144929,194,34,1,2
516,BANFI PRODUCTS CORP,7375,Riunite Lambrusco,4,6,750,96,381,91,180,545,10,8510,164,30,1,1
2000,SOUTHERN WINE & SPIRITS NE,26561,Zardetto Private Cuvee Glara,8,12,750,48,381,2,11,22,0,19017,-359,-1634,0,0
90024,VINILANDIA USA,24717,Merum Monastrell Jumilla,8,12,750,48,381,38,60,456,4,2803,75,16,1,1
9552,M S WALKER INC,23990,Moncigale Rose Cd Provnce 14,9,13,750,44,381,181,1371,2278,20,55552,1897,83,4,6
10754,PERFECTA WINES,18467,K Vintners Cab Svgn Stonerid,32,47,750,12,381,12,282,564,1,28721,183,32,1,1
17035,PERNOD RICARD USA,8618,Olmeca Altos Plata Blanco,17,26,1000,22,381,13,234,338,14,123780,-43,-13,1,1
9552,M S WALKER INC,23395,Pavilion St Pierre Cdu Rhone,6,10,750,59,381,903,3397,9022,101,55552,8641,96,15,24
2000,SOUTHERN WINE & SPIRITS NE,23290,Ch Brane Cantenac Margaux 11,42,65,750,9,380,10,520,650,1,19017,270,42,1,2
660,SAZERAC NORTH AMERICA INC.,5513,Chi Chi's Mai Tai,8,11,1750,48,380,48,330,528,88,17932,148,28,1,1
3252,E & J GALLO WINERY,6383,Gallo Twin Vly Cab Svgn Cal,3,5,750,114,380,151,215,753,17,61967,374,50,1,2
7153,PINE STATE TRADING CO,6545,LeCompte Calvados 18 Yr Old,95,130,750,4,380,13,1300,1690,10,15885,1310,78,3,4
3252,E & J GALLO WINERY,3931,New Amsterdam Peach Vodka,1,1,50,480,379,415,118,411,22,61967,32,8,1,1
9165,ULTRA BEVERAGE COMPANY LLP,13550,Z Znfdl Tom Eddy,34,53,500,11,379,18,459,918,1,68055,539,59,2,2
3960,DIAGEO NORTH AMERICA INC,8438,Capt Morgan White Grapefruit,1,1,50,526,379,1816,556,1798,94,257032,1419,79,3,5
7153,PINE STATE TRADING CO,24060,Robertson & Duke Napa Cab Sv,16,24,750,24,379,3,48,72,0,15885,-307,-426,0,0
10754,PERFECTA WINES,24054,La Volpe Prosecco,11,16,750,36,379,26,48,416,3,28721,37,9,1,1
90011,FORTUNE WINE BROKERS LLC,25794,Girasole Hybrid Red,8,12,750,48,379,44,164,585,5,239,206,35,1,2
4425,MARTIGNETTI COMPANIES,40444,Santa Ema Reserve Merlot,8,12,750,47,378,47,60,564,5,144929,185,33,1,1
7153,PINE STATE TRADING CO,11424,Ch Julien Cab Svgn Mont Cnty,8,12,750,47,378,31,300,372,3,15885,-7,-2,1,1
9165,ULTRA BEVERAGE COMPANY LLP,19169,Anterra Chardonnay,5,8,750,70,378,580,2477,4634,64,68055,4256,92,8,12
9165,ULTRA BEVERAGE COMPANY LLP,26490,Ch Beaulieu Rose Cote d Prov,4,6,750,96,376,96,78,575,11,68055,199,35,1,2
9552,M S WALKER INC,18671,Martin Ray RRV Pnt Nr,14,22,750,26,376,5,88,110,1,55552,-266,-242,0,0
1650,Circa Wines,20088,Camp Merlot Sonoma Cnty,10,16,750,36,376,36,48,576,4,212,199,35,1,2
4425,MARTIGNETTI COMPANIES,20880,Valmaggiore Nebbiolo d'Alba,31,47,750,12,376,21,235,987,2,144929,611,62,2,3
10754,PERFECTA WINES,21698,Terra de Touros Red,5,8,750,72,376,61,128,487,7,28721,112,23,1,1
8112,MOET HENNESSY USA INC,36307,Dom Chandon 00 Carnrs Pnt Nr,16,23,750,24,375,24,184,552,3,48347,176,32,1,1
7245,PROXIMO SPIRITS INC.,206,Three Olives Vodka,13,18,1000,29,375,13,198,234,14,38995,-141,-60,0,1
1650,Circa Wines,21564,Folk Machine Parts & Labor R,10,15,750,36,374,19,231,291,2,212,-83,-29,1,1
653,STATE WINE & SPIRITS,23260,Penny Wise Svgn Bl,5,7,750,83,374,188,503,1310,21,8015,935,71,2,3
9819,TREASURY WINE ESTATES,13528,St Clement Carneros Chard,13,20,750,29,374,27,200,540,3,14837,166,31,1,1
9165,ULTRA BEVERAGE COMPANY LLP,25374,Fratelli Urciuolo Fiano,5,8,750,72,374,72,232,575,8,68055,202,35,1,2
8892,TRINCHERO FAMILY ESTATES,16257,Sutter Home Pink Moscato,4,6,750,96,373,91,138,545,10,11596,172,31,1,1
4425,MARTIGNETTI COMPANIES,24309,Point North Pnt Nr Oregon,16,23,750,24,373,6,92,138,1,144929,-235,-170,0,0
3252,E & J GALLO WINERY,46373,Carlo Rossi RSV Merlot Cal,12,17,5000,32,372,32,51,544,24,61967,171,31,1,1
3252,E & J GALLO WINERY,19375,The Naked Grape Chard,12,18,3000,30,372,21,80,336,9,61967,-37,-11,1,1
7153,PINE STATE TRADING CO,23554,Riva Rose Brut,10,15,750,36,372,18,226,292,2,15885,-80,-28,1,1
5992,MCCORMICK DISTILLING CO,603,McCormick Gold Rum,5,7,1000,74,372,75,140,524,79,1568,152,29,1,1
2000,SOUTHERN WINE & SPIRITS NE,19045,San Polo Mezzopane 06 Toscan,19,27,750,20,372,59,800,1684,7,19017,1312,78,3,5
9744,FREDERICK WILDMAN & SONS,19518,Hugel Riesling,10,20,750,36,372,14,278,299,2,4000,-73,-24,0,1
9552,M S WALKER INC,24452,Vega Sindoa 14 Chard Navarra,8,13,750,49,371,170,1000,1984,19,55552,1613,81,3,5
9552,M S WALKER INC,36045,Pepperwood Grove Pnt Grigio,5,8,750,72,371,75,182,559,8,55552,188,34,1,2
9165,ULTRA BEVERAGE COMPANY LLP,18767,Cosentino The Zin,10,15,750,36,370,42,465,630,5,68055,260,41,1,2
90047,CRUSH WINES,15510,Mollydooker Violinist Verdel,14,22,750,26,369,22,252,468,2,1458,99,21,1,1
4425,MARTIGNETTI COMPANIES,21320,Zion Dolev Muscato,7,11,750,52,369,121,758,1330,13,144929,961,72,2,4
90047,CRUSH WINES,38301,Neirano Pitul Moscato d'Asti,7,12,750,52,369,43,156,516,5,1458,147,28,1,1
1392,CONSTELLATION BRANDS INC,799,Svedka Colada Vodka,10,13,1000,36,368,47,156,611,49,79529,242,40,1,2
9552,M S WALKER INC,24646,Pierre Dupond Renjardire CdR,6,17,750,62,368,217,527,1907,24,55552,1539,81,4,5
8112,MOET HENNESSY USA INC,2928,Glenmorangie Tusail Giftbox,74,100,750,5,368,21,1600,2100,17,48347,1732,82,4,6
1650,Circa Wines,21491,Erre d Herrero Verdejo Rueda,10,15,750,36,367,18,90,270,2,212,-97,-36,1,1
8892,TRINCHERO FAMILY ESTATES,18553,Menage a Trois Pnt Nr,10,15,750,36,367,24,195,360,3,11596,-7,-2,1,1
9552,M S WALKER INC,43027,Monsanto Monrosso Chianti,10,15,750,36,367,24,30,360,3,55552,-7,-2,1,1
10754,PERFECTA WINES,10706,Brownstone Merlot Cal,6,9,750,60,367,52,99,467,6,28721,100,21,1,1
9552,M S WALKER INC,21426,Szigeti Gruner Velt Skt Brut,13,24,750,29,367,58,712,1383,6,55552,1016,73,2,4
9815,WINE GROUP INC,16809,Flip Flop Chard,8,12,1500,47,366,37,264,444,8,27100,78,17,1,1
2000,SOUTHERN WINE & SPIRITS NE,4453,Pitu Brazilian Rum Cachaca,11,17,750,34,366,279,2231,3642,220,19017,3276,90,8,10
4692,KOBRAND CORPORATION,19798,Jadot Beaujolais Villages,3,6,375,134,366,200,205,860,11,9139,494,57,1,2
9552,M S WALKER INC,31157,Livio Felluga Pinot Grigio,15,25,750,24,366,36,290,848,4,55552,482,57,2,2
3960,DIAGEO NORTH AMERICA INC,3014,Smirnoff Coconut,10,13,750,36,365,31,260,403,24,257032,37,9,1,1
9165,ULTRA BEVERAGE COMPANY LLP,4105,Patron XO Cafe Variety 3 Pak,5,7,50,72,365,1285,5711,8982,65,68055,8617,96,18,25
7239,REMY COINTREAU USA INC,9439,Cointreau VAP,21,29,750,17,365,100,2047,3251,79,16979,2886,89,6,9
4425,MARTIGNETTI COMPANIES,23398,Treana Chard CC,12,18,750,30,365,13,126,234,1,144929,-131,-56,0,1
4425,MARTIGNETTI COMPANIES,25206,Quinta do Noval 2013 Port,61,90,750,6,365,40,1980,3600,4,144929,3235,90,7,10
9552,M S WALKER INC,25273,Kir-Yianni Paranga VdP Maced,10,15,750,36,365,14,45,210,2,55552,-155,-74,0,1
90011,FORTUNE WINE BROKERS LLC,21379,Alhambra Red Blend,10,15,750,36,365,11,117,159,1,239,-206,-130,0,0
90017,THE IMPORTED GRAPE LLC,25747,Riojana Cab Svgn,5,7,750,72,364,60,97,449,7,80,85,19,1,1
9552,M S WALKER INC,20772,Dutton Goldfield Chard Dutto,26,39,750,14,364,97,1794,3782,11,55552,3418,90,7,10
3252,E & J GALLO WINERY,7344,Viniq Shimmery Liqueur,8,13,375,47,364,291,2440,3198,114,61967,2834,89,6,9
7153,PINE STATE TRADING CO,21584,Fess Parker Ashleys Chard,19,29,750,19,362,3,87,87,0,15885,-275,-317,0,0
9165,ULTRA BEVERAGE COMPANY LLP,10625,Querceto Il Sole Alessandro,45,67,750,8,362,42,1970,2856,5,68055,2494,87,5,8
7153,PINE STATE TRADING CO,3441,One Roq RSV Vodka,18,24,750,20,361,50,720,1200,39,15885,839,70,3,3
10754,PERFECTA WINES,50354,Ch Dufort Vivens Marguax,30,46,750,12,361,5,230,230,1,28721,-131,-57,0,1
9552,M S WALKER INC,17493,Cercius CdR Vielles V Rouge,8,14,750,43,360,31,250,430,3,55552,69,16,1,1
6213,MHW LTD,849,Bols Peach Schnapps,7,10,1000,49,360,68,589,679,71,9622,319,47,1,2
90024,VINILANDIA USA,23935,Dom Sourdais Chinon,10,15,750,37,360,49,533,743,5,2803,383,52,1,2
10754,PERFECTA WINES,21461,Ch Rayne Vigneau Sauternes,40,58,750,9,360,40,1392,2320,4,28721,1960,84,4,6
17033,SEA BREEZE CELLARS LLC,11077,Nova 06 Marilyn Merlot Napa,20,29,750,18,360,36,493,1044,4,550,684,66,2,3
3252,E & J GALLO WINERY,46146,Gallo Pnt Nr Pavia,7,10,1500,54,360,54,93,557,12,61967,198,35,1,2
3960,DIAGEO NORTH AMERICA INC,3186,Smirnoff Mango Vodka,10,13,750,36,360,36,247,468,28,257032,108,23,1,1
7153,PINE STATE TRADING CO,26204,Dom de La Foret 15 Rose,10,15,750,36,360,25,180,375,3,15885,15,4,1,1
7153,PINE STATE TRADING CO,26205,Memoires 15 Rose,10,15,750,36,360,12,105,180,1,15885,-180,-100,0,1
17037,Dunn Wine Brokers,26713,Victor Hugo Les Mis Rose,10,15,750,36,360,13,31,201,1,358,-158,-79,0,1
2000,SOUTHERN WINE & SPIRITS NE,19825,Ch Monbousquet 10 Brdx,51,75,750,7,360,14,450,1050,2,19017,690,66,2,3
4425,MARTIGNETTI COMPANIES,25003,Tenuta Sette Cieli Indaco,33,48,750,11,359,45,1392,2160,5,144929,1800,83,4,6
653,STATE WINE & SPIRITS,19259,The Beach House Red,7,11,750,48,359,48,82,504,5,8015,144,29,1,1
9744,FREDERICK WILDMAN & SONS,19368,Luigi Bosca Malbec SV DOC,15,25,750,24,359,17,297,419,2,4000,60,14,1,1
90024,VINILANDIA USA,25355,Bench Chardonnay,15,22,750,24,359,2,44,44,0,2803,-315,-716,0,0
653,STATE WINE & SPIRITS,2616,Hayman's Old Tom Gin,15,22,750,24,359,24,420,530,19,8015,171,32,1,1
4425,MARTIGNETTI COMPANIES,23195,Gary Farrell RRV Pnt Nr,28,40,750,13,359,58,1080,2319,6,144929,1961,85,4,6
1392,CONSTELLATION BRANDS INC,11313,Taylor New York Marsala,3,5,750,107,358,57,210,284,6,79529,-74,-26,1,1
4950,LATITUDE BEVERAGE COMPANY,20969,Ninety Cellars Lot 105 Chard,9,13,750,41,358,32,247,416,4,1610,58,14,1,1
90047,CRUSH WINES,16311,Mollydooker Gigglepot Cab Sv,30,45,750,12,357,12,40,480,1,1458,122,26,1,1
1003,BRONCO WINE COMPANY,46508,Crane Lake Pnt Grigio Cal,6,9,1500,60,357,60,90,539,14,11,182,34,1,2
90047,CRUSH WINES,18539,Banknote Counterfeit,13,20,750,28,357,29,40,580,3,1458,223,38,1,2
17035,PERNOD RICARD USA,1037,JP Wiser's Rye w/ 2 Glasses,16,25,750,23,357,94,1284,2005,74,123780,1649,82,4,6
9165,ULTRA BEVERAGE COMPANY LLP,22906,Mercer Canyons Red,4,17,750,92,356,96,142,546,11,68055,190,35,1,2
1392,CONSTELLATION BRANDS INC,4354,Casa Noble Anejo,44,60,750,8,356,4,120,240,3,79529,-116,-48,1,1
4425,MARTIGNETTI COMPANIES,2776,Brenne French Sng Mlt Whisky,32,42,750,11,355,78,1890,3275,61,144929,2920,89,7,9
6215,MOONLIGHT MEADERY,20954,Moonlight Meadery Last Apple,10,17,375,34,355,115,863,1839,7,366,1484,81,3,5
9552,M S WALKER INC,22828,Beaux Freres Vyds Pnt Nr,59,90,750,6,355,63,3870,5669,7,55552,5314,94,11,16
90024,VINILANDIA USA,20213,Casa Ferreirinha Papas Figos,10,15,750,36,355,34,360,510,4,2803,155,30,1,1
10754,PERFECTA WINES,13575,Brownstone Pnt Nr,6,9,750,60,355,40,63,360,4,28721,5,1,1,1
9165,ULTRA BEVERAGE COMPANY LLP,23856,Pezzi King Cab Svgn Dry Crk,15,22,750,24,354,3,44,66,0,68055,-288,-437,0,0
90024,VINILANDIA USA,23937,Caillot Bourgogne Rouge,15,22,750,24,354,6,88,132,1,2803,-222,-168,0,0
8892,TRINCHERO FAMILY ESTATES,22898,Dona Paula Est Red Blend,8,12,750,44,354,116,659,1391,13,11596,1037,75,3,4
10754,PERFECTA WINES,43323,Keo St John Commandaria Cyp,13,20,750,27,353,27,120,720,3,28721,367,51,1,2
7153,PINE STATE TRADING CO,23044,Phantom Bay Svgn Bl,6,9,750,60,353,48,306,432,5,15885,79,18,1,1
7153,PINE STATE TRADING CO,26203,Jas Des Vignes 15 Rose,10,15,750,36,353,12,135,180,1,15885,-173,-96,0,1
4425,MARTIGNETTI COMPANIES,3995,Purity Vodka,29,40,750,12,353,12,40,480,9,144929,127,26,1,1
9552,M S WALKER INC,13688,Murphy-Goode Pnt Nr,4,13,750,84,352,84,204,1137,9,55552,785,69,1,3
1650,Circa Wines,20093,Ch Beausejour Pentimento,15,24,750,24,352,24,48,576,3,212,224,39,1,2
660,SAZERAC NORTH AMERICA INC.,4816,Very Old Barton,10,13,750,36,352,36,13,468,28,17932,116,25,1,1
9552,M S WALKER INC,15366,Vina Borgia Garnacha,6,8,750,60,352,38,59,323,4,55552,-29,-9,1,1
10754,PERFECTA WINES,12538,Ch La Croix du Duc Brdx,7,11,750,47,352,46,319,506,5,28721,154,30,1,1
90011,FORTUNE WINE BROKERS LLC,16178,Lobstah White,6,10,750,59,351,105,516,1109,12,239,758,68,2,3
4692,KOBRAND CORPORATION,25055,Jadot Echezeaux 13,117,180,750,3,351,10,1260,1800,1,9139,1449,81,3,5
7749,R.P.IMPORTS INC,20224,Tommaso Bussola Amarone Clsc,39,60,750,9,351,15,120,900,2,92,549,61,2,3
7245,PROXIMO SPIRITS INC.,1039,Three Olives Vodka w/Flask,10,15,750,34,351,356,2830,4549,281,38995,4199,92,10,13
4425,MARTIGNETTI COMPANIES,25008,St Supery Dollarhide Svgn Bl,19,30,750,18,350,34,840,1020,4,144929,669,66,2,3
9552,M S WALKER INC,26838,St Hilaire Cr de Limoux Rose,13,20,750,27,350,3,15,45,0,55552,-305,-679,0,0
17037,Dunn Wine Brokers,20659,The Culprit Red,13,20,750,27,350,20,300,400,2,358,49,12,1,1
90017,THE IMPORTED GRAPE LLC,25545,Miolo  Lote 43,19,30,750,18,350,12,120,360,1,80,9,3,1,1
4425,MARTIGNETTI COMPANIES,19658,Hogwash Rose,10,15,750,36,350,63,510,944,7,144929,594,63,2,3
7153,PINE STATE TRADING CO,13358,Dry Creek Svgn Bl,10,15,750,36,350,8,90,120,1,15885,-230,-192,0,0
9744,FREDERICK WILDMAN & SONS,39868,Jolivet Svgn Blanc Attitude,9,14,750,37,350,10,104,149,1,4000,-201,-135,0,0
9165,ULTRA BEVERAGE COMPANY LLP,23018,Fetzer Rsl Cal,7,11,750,48,349,29,282,326,3,68055,-24,-7,1,1
9552,M S WALKER INC,24104,Le Paradou Gren Vin de Franc,6,8,750,60,349,24,8,204,3,55552,-145,-71,0,1
4425,MARTIGNETTI COMPANIES,34074,Girard Artistry Napa Vly Red,29,43,750,12,349,6,43,258,1,144929,-91,-35,1,1
3252,E & J GALLO WINERY,22396,Allegrini Dedicato A Walter,58,90,750,6,348,3,180,270,0,61967,-78,-29,1,1
4425,MARTIGNETTI COMPANIES,26439,Chene Bleu Rose,39,60,1500,9,348,9,180,540,2,144929,192,35,1,2
653,STATE WINE & SPIRITS,20472,Viu Manent Rsva Cab Svgn,5,7,750,72,348,72,40,575,8,8015,228,40,1,2
9815,WINE GROUP INC,12496,Cupcake Petit Sirah Cal,5,9,750,72,348,63,274,537,7,27100,189,35,1,2
3252,E & J GALLO WINERY,18855,Barefoot Cellars Rich Red,4,6,750,84,348,60,115,340,7,61967,-8,-2,1,1
3252,E & J GALLO WINERY,16939,Gallo Twin Vly Pink Moscato,3,5,750,106,348,94,110,469,11,61967,121,26,1,1
7749,R.P.IMPORTS INC,19617,Ch Suduiraut Sauternes 10,87,126,750,4,348,13,1008,1638,1,92,1290,79,3,5
4425,MARTIGNETTI COMPANIES,19392,Dom Virginie Thunevin Brdx,10,15,750,35,348,112,1049,1897,12,144929,1549,82,3,5
4692,KOBRAND CORPORATION,25086,Jadot Pernand Vergelesses 13,25,36,750,14,347,58,1224,2087,6,9139,1740,83,4,6
4425,MARTIGNETTI COMPANIES,21757,Jovino Pnt Nr Williamete Vly,10,14,750,36,347,13,84,182,1,144929,-166,-91,0,1
7153,PINE STATE TRADING CO,24064,Austerity Cab Svgn,10,14,750,36,347,15,28,210,2,15885,-138,-66,0,1
8892,TRINCHERO FAMILY ESTATES,26347,Charles & Charles Riesling,10,14,750,36,347,20,252,280,2,11596,-68,-24,1,1
7153,PINE STATE TRADING CO,23950,Ch Haut-Robert 10,7,11,750,47,347,318,1725,3495,35,15885,3148,90,7,10
9165,ULTRA BEVERAGE COMPANY LLP,39792,Bolgheri Ornellaia Le Serre,43,67,750,8,346,5,335,335,1,68055,-11,-3,1,1
90011,FORTUNE WINE BROKERS LLC,25349,Merlo Family Vyds Chard,10,15,750,35,345,0,0,0,0,239,-345,#NAME?,0,0
2000,SOUTHERN WINE & SPIRITS NE,19228,San Callisto Montepulcno 09,14,22,750,24,345,24,44,528,3,19017,183,35,1,2
10754,PERFECTA WINES,19444,Cave de Tain Syrah,10,14,750,36,345,36,28,504,4,28721,159,32,1,1
653,STATE WINE & SPIRITS,16679,Pennywise Petite Sirah,7,11,750,48,345,28,57,310,3,8015,-35,-11,1,1
2000,SOUTHERN WINE & SPIRITS NE,19841,Ch Clos Fourtet 10 Brdx,115,178,750,3,344,3,178,534,0,19017,189,35,1,2
9552,M S WALKER INC,13375,Mionetto Organic Prosecco,11,17,750,30,344,4,51,68,0,55552,-276,-407,0,0
9552,M S WALKER INC,39550,Aquinas Cab Svgn,9,20,750,40,344,265,1533,3592,30,55552,3248,90,7,10
4425,MARTIGNETTI COMPANIES,21123,Southern Right Svgn Bl,8,12,750,43,344,51,312,611,6,144929,268,44,1,2
9165,ULTRA BEVERAGE COMPANY LLP,6038,Brinley Gold Shipwrk Coconut,19,25,750,18,343,18,150,450,14,68055,106,24,1,1
516,BANFI PRODUCTS CORP,19275,Stones Currant Ginger Flavor,7,11,750,48,343,47,176,517,5,8510,174,34,1,2
3252,E & J GALLO WINERY,8705,Livingston Clrs Red Rose,5,7,1500,72,343,63,135,497,14,61967,155,31,1,1
9165,ULTRA BEVERAGE COMPANY LLP,18017,Verde Sole Pnt Grigio,7,11,750,48,343,49,197,537,5,68055,194,36,1,2
9552,M S WALKER INC,36773,Yalumba Oxford Landng Shiraz,7,11,750,48,343,19,88,209,2,55552,-134,-64,0,1
90011,FORTUNE WINE BROKERS LLC,43425,Chatom Gitano Sangiovese Cal,10,14,750,36,343,12,14,168,1,239,-175,-104,0,0
90047,CRUSH WINES,13590,Bliss Cab Svgn,10,14,750,36,343,26,182,364,3,1458,21,6,1,1
10754,PERFECTA WINES,19661,Red Sox Club Series Chard Rs,14,20,750,25,342,75,840,1499,8,28721,1157,77,3,4
9165,ULTRA BEVERAGE COMPANY LLP,23390,Conti Zecca Primitivo,3,4,750,116,342,116,180,521,13,68055,179,34,1,2
